@relation '3'

@attribute pred_Activity {lying,walking,sitting,standing,kneeling,allfours,transition,standing_leaning,cycling,running}
@attribute peakCount numeric
@attribute Z_breathRate numeric
@attribute Z_heartRate numeric
@attribute Z_skinTemp numeric
@attribute SW_GSR numeric
@attribute SW_NearBodyTemp numeric
@attribute SW_skinTemp numeric
@attribute cosmed numeric

@data
lying,31,10.808506,30.679952,9.206243,10.031605,8.67477,9.445919,2.163626
lying,25,12.784633,29.80216,9.206243,10.031605,8.67477,9.445919,1.593244
lying,23,11.857149,27.848866,9.206243,10.031605,8.67477,9.445919,1.730487
lying,13,9.77333,27.358217,9.206243,10.031605,8.67477,9.445919,1.881568
lying,10,10.726639,27.266804,9.206243,10.031605,8.67477,9.445919,1.425874
lying,19,11.494352,26.447051,9.206243,10.031605,8.67477,9.445919,1.55514
lying,21,11.699448,26.916249,9.206243,10.031605,8.67477,9.445919,1.46863
lying,0,11.64407,28.638193,9.206243,10.019137,8.842342,9.53335,1.286874
lying,17,10.688935,28.873533,9.206243,10.019137,8.842342,9.53335,1.317846
lying,22,9.459146,28.629157,9.206243,10.019137,8.842342,9.53335,1.612079
lying,8,10.304635,32.383326,9.206243,10.019137,8.842342,9.53335,1.263202
lying,17,7.762077,29.450081,9.206243,10.019137,8.842342,9.53335,1.124903
lying,2,4.880343,26.879921,9.206243,10.019137,8.842342,9.53335,1.040368
lying,4,4.603422,27.56067,9.206243,10.011071,9.136278,9.642784,1.491167
lying,13,7.444888,30.356436,9.206243,10.011071,9.136278,9.642784,1.563628
lying,9,10.628889,32.106789,9.206243,10.011071,9.136278,9.642784,1.473292
lying,4,11.050595,39.888065,9.206243,10.011071,9.136278,9.642784,1.447988
lying,8,10.000714,40.343383,9.206243,10.011071,9.136278,9.642784,1.439714
lying,4,10.882263,36.892761,9.206243,10.011071,9.136278,9.642784,1.441101
lying,11,11.000714,29.350081,9.206243,10.005204,9.43111,9.774324,1.270914
lying,13,11.200255,27.613718,9.206243,10.005204,9.43111,9.774324,1.108614
lying,16,12.50426,27.515609,9.206243,10.005204,9.43111,9.774324,1.235036
lying,20,11.609409,28.239322,9.206243,10.005204,9.43111,9.774324,1.126134
lying,11,9.470738,27.545372,9.206243,10.005204,9.43111,9.774324,1.056963
lying,2,7.190528,29.491033,9.812724,10.005204,9.43111,9.774324,1.11441
lying,20,6.450597,28.850315,10.206243,10.001538,9.748034,9.884123,1.298496
lying,12,10.562198,31.327175,10.206243,10.001538,9.748034,9.884123,1.460065
lying,13,12.722553,30.784982,10.206243,10.001538,9.748034,9.884123,1.420056
lying,19,13.000714,30.143672,10.206243,10.001538,9.748034,9.884123,1.15953
lying,13,13.000714,29.890729,10.206243,10.001538,9.748034,9.884123,1.26712
lying,9,13.245419,30.509012,10.206243,10.001538,9.748034,9.884123,1.383165
lying,2,13.858512,30.987571,10.206243,9.999338,10.044825,10.016104,1.269051
lying,9,13.000714,32.687178,10.206243,9.999338,10.044825,10.016104,1.233793
lying,8,12.315656,32.548201,10.206243,9.999338,10.044825,10.016104,1.1535
lying,14,10.506541,29.113718,10.206243,9.999338,10.044825,10.016104,1.047429
lying,11,11.751876,30.055578,10.206243,9.999338,10.044825,10.016104,1.186976
lying,21,11.083093,29.08397,10.206243,9.999338,10.044825,10.016104,1.110465
lying,33,10.240807,30.30486,10.206243,9.997138,10.321308,10.126276,1.074308
lying,22,7.404871,29.855057,10.206243,9.997138,10.321308,10.126276,0.995302
lying,21,5.81081,28.104102,10.206243,9.997138,10.321308,10.126276,0.905316
lying,30,6.597903,27.774139,10.206243,9.997138,10.321308,10.126276,0.93935
lying,20,6.965991,28.977144,10.206243,9.997138,10.321308,10.126276,0.971827
lying,1,8.665819,29.188659,10.206243,9.997138,10.321308,10.126276,0.995124
lying,5,8.523862,35.032699,10.206243,9.994938,10.598679,10.258711,1.091584
lying,0,8.396397,34.427866,10.206243,9.994938,10.598679,10.258711,1.137411
lying,15,6.715678,28.035333,10.206243,9.994938,10.598679,10.258711,0.853601
lying,7,6.616639,27.931048,10.206243,9.994938,10.598679,10.258711,1.076285
lying,11,8.103758,28.118402,10.206243,9.994938,10.598679,10.258711,1.143508
lying,2,10.600714,29.620695,10.206243,9.994938,10.598679,10.258711,1.208152
lying,3,12.642718,34.264076,10.206243,9.994205,10.855522,10.347139,1.335972
lying,2,13.04648,32.832253,10.206243,9.994205,10.855522,10.347139,1.18914
lying,12,11.801183,30.808553,10.206243,9.994205,10.855522,10.347139,1.281111
lying,8,10.838242,27.688089,10.206243,9.994205,10.855522,10.347139,0.911924
lying,4,12.248973,29.76105,10.206243,9.994205,10.855522,10.347139,1.262847
lying,6,14.278491,35.253814,10.206243,9.994205,10.855522,10.347139,1.312941
lying,15,12.356685,36.28702,10.206243,9.994205,11.07017,10.457834,1.45106
lying,10,12.301863,34.532109,10.206243,9.994205,11.07017,10.457834,1.603498
lying,18,12.051057,32.097699,10.206243,9.994205,11.07017,10.457834,1.291765
lying,6,13.000714,29.049053,10.206243,9.994205,11.07017,10.457834,1.465686
lying,17,12.6044,27.201275,10.206243,9.994205,11.07017,10.457834,1.233826
lying,15,13.000714,26.509944,10.206243,9.994205,11.07017,10.457834,1.199492
lying,24,13.06523,26.500815,10.206243,9.992738,11.285385,10.568705,0.986993
lying,10,13.82507,25.3362,10.206243,9.992738,11.285385,10.568705,0.89557
lying,16,12.145541,25.180384,10.206243,9.992738,11.285385,10.568705,0.726514
lying,18,11.072307,24.617182,10.206243,9.992738,11.285385,10.568705,0.843031
lying,16,12.000714,27.308162,10.206243,9.992738,11.285385,10.568705,0.99552
lying,25,10.440349,32.088661,10.206243,9.992738,11.285385,10.568705,0.954915
lying,15,10.33018,28.921142,10.206243,9.992738,11.501183,10.657534,1.308476
lying,18,12.098219,26.487867,10.206243,9.992738,11.501183,10.657534,1.019159
lying,22,13.400714,29.021583,10.206243,9.992738,11.501183,10.657534,1.149289
lying,18,13.20266,29.916638,10.206243,9.992738,11.501183,10.657534,1.145566
lying,9,13.500714,30.227795,10.206243,9.992738,11.501183,10.657534,1.255521
lying,9,13.000714,31.511279,10.206243,9.992738,11.501183,10.657534,1.051973
lying,10,12.090489,30.89676,10.206243,9.992005,11.695908,10.72423,1.064261
lying,17,12.179285,30.21848,10.206243,9.992005,11.695908,10.72423,1.040085
lying,18,12.011975,29.170024,10.206243,9.992005,11.695908,10.72423,1.075552
lying,7,11.409592,29.010914,10.206243,9.992005,11.695908,10.72423,1.101084
lying,22,12.000714,28.843076,10.206243,9.992005,11.695908,10.72423,1.304321
lying,19,11.068629,28.577418,10.206243,9.992005,11.695908,10.72423,1.241533
lying,20,10.934831,28.680777,10.206243,9.992005,11.86941,10.813257,1.066709
lying,10,12.000714,29.384701,10.206243,9.992005,11.86941,10.813257,0.989006
lying,9,11.69119,32.232765,10.206243,9.992005,11.86941,10.813257,0.940487
lying,6,12.076856,30.684784,10.206243,9.992005,11.86941,10.813257,1.44135
lying,6,13.308782,27.020808,10.206243,9.992005,11.86941,10.813257,1.337455
lying,11,11.054578,25.558683,10.206243,9.992005,11.86941,10.813257,0.930951
lying,12,11.782915,25.420509,10.206243,9.992005,12.021547,10.88011,0.903251
lying,11,12.295377,26.317894,10.206243,9.992005,12.021547,10.88011,1.128441
lying,12,11.5988,27.77879,10.206243,9.992005,12.021547,10.88011,1.131581
lying,11,12.192461,27.659834,10.206243,9.992005,12.021547,10.88011,1.11863
lying,10,12.100714,28.055578,10.206243,9.992005,12.021547,10.88011,1.108725
walking,95,8.916797,46.740757,10.206243,9.992005,12.021547,10.88011,1.960005
walking,88,10.897348,55.570449,10.206243,9.979539,10.342613,10.546518,2.418406
sitting,94,11.403903,54.869982,10.206243,9.979539,10.342613,10.546518,2.633332
sitting,93,9.503018,45.869478,10.206243,9.979539,10.342613,10.546518,1.254412
sitting,100,9.107048,38.009645,10.206243,9.979539,10.342613,10.546518,1.199234
sitting,106,9.601155,34.197603,10.206243,9.979539,10.342613,10.546518,1.33957
sitting,101,9.293506,34.22633,10.206243,9.979539,10.342613,10.546518,1.592921
sitting,98,9.932129,33.492036,10.206243,9.976606,10.278715,10.457834,1.599088
sitting,96,11.332542,33.208526,10.206243,9.976606,10.278715,10.457834,1.46732
sitting,96,12.674871,33.832819,10.206243,9.976606,10.278715,10.457834,1.214077
sitting,102,11.396687,32.872107,10.206243,9.976606,10.278715,10.457834,1.520472
sitting,96,11.410852,33.692059,10.206243,9.976606,10.278715,10.457834,1.073514
sitting,96,12.141944,33.776588,10.206243,9.976606,10.278715,10.457834,1.08357
sitting,88,13.289704,34.0128,10.206243,9.974407,10.257427,10.413534,1.183028
sitting,93,12.961453,32.825034,10.206243,9.974407,10.257427,10.413534,1.022235
sitting,90,11.85426,31.452391,10.206243,9.974407,10.257427,10.413534,0.930308
sitting,95,11.513242,33.532852,10.206243,9.974407,10.257427,10.413534,0.782038
sitting,95,11.000714,35.106741,10.206243,9.974407,10.257427,10.413534,0.995187
sitting,93,11.951876,34.769532,10.206243,9.974407,10.257427,10.413534,1.048445
sitting,99,11.04153,35.975396,10.206243,9.97294,10.257427,10.413534,1.074951
sitting,97,11.960524,34.834758,10.206243,9.97294,10.257427,10.413534,1.116096
sitting,100,12.000714,32.082044,10.206243,9.97294,10.257427,10.413534,1.09907
sitting,101,11.119165,32.678638,10.206243,9.97294,10.257427,10.413534,1.213718
sitting,100,10.307165,34.256575,10.206243,9.97294,10.257427,10.413534,1.059704
sitting,89,11.577725,34.435557,10.206243,9.97294,10.257427,10.413534,1.050049
sitting,98,12.783026,34.113718,10.206243,9.972207,10.278715,10.391398,1.135838
sitting,102,13.384275,34.494996,10.206243,9.972207,10.278715,10.391398,1.197009
sitting,95,13.716289,40.438774,10.206243,9.972207,10.278715,10.391398,1.369845
sitting,99,12.697616,37.454426,10.206243,9.972207,10.278715,10.391398,1.173468
sitting,96,11.287751,30.935477,10.206243,9.972207,10.278715,10.391398,1.029294
sitting,92,11.309969,29.113718,10.206243,9.972207,10.278715,10.391398,1.065596
sitting,102,12.000714,31.053393,10.206243,9.970741,10.257427,10.391398,1.03696
